Id,Título,Preço,Desconto,Preco_com_desconto,Condição,Nota,N_Avaliações,Marca,Material,Gênero,Temporada,Review1,Review2,Review3
1840,Kit 5 Camisetas Dry  Fit Anti Suor - Linha Premium Uv 889,130.46,0.06,122.63,Novo  |  +5mil vendidos,4.3,1017,caminhada Cross fit pilates,Não Informado,Sem gênero,Não Informado,"Tamanho ficou perfeito.
Tecido frio e costura bem acabada.
Qualidade muito boa.",Pouco maior do que o normal p/ o tamanho m.,"Camisetas confortáveis,ótimo custo benefício e tecido leve,com 1,80m de altura peguei tamanho gg pra não ficarem justas,e gostei do tamanho."
1841,Kit Com 7 Baby Short Dool Camiseta Short Estampado Moderno Para O Dia A Dia Não Fica Transparente,156.57,0.08,144.04,Novo  |  +50 vendidos,4.3,11,Larabella,Não Informado,Feminino,Primavera/Verão,"Gostei, sempre comprar um pouca maior,uso 42 ,comprei o tamanho g.",Muito transparente!.,Ótimo.
1842,Short Praia Confort Floral Rosa,49.9,0.0,49.9,Novo  |  2 vendidos,,0,Larel,Poliéster,Feminino,Primavera/Verão,,,
1843,Fantasia Meia Calça Infantil Alice País Das Maravilhas,28.95,0.0,28.95,Novo  |  +5 vendidos,,0,Idée Créative,"SPANDEX, MICROFIBRA",Meninas,Não Informado,,,
1844,Calça Legging Juvenil Suplex 10 A 16 Anos,43.9,0.0,43.9,Novo  |  +50 vendidos,5.0,5,Marie,Suplex,Meninas,Outono/Inverno,Linda amei.,Linda demais minha filha amou.,Minha filha tem 10anos comprei calça tam. 14 ficou perfeita no comprimento e tbm no tamanho. Segui as medidas da tabela ficaram perfeitas ????. A qualidade do tecido tbm é excelente!.
1845,Kit Chapéu Bebê Liso Menina 3 Pçs,,0.0,,Novo  |  1 vendido,,0,Baby Chumbinho,Não Informado,Bebês,Não Informado,,,
1846,Kit 2 Short Feminino Praia Piscina Verão Moda Blogueira Top,63.99,0.0,63.99,Novo  |  +5 vendidos,,0,Relaxado,Poliéster,Feminino,Primavera/Verão,,,
1847,Uniforme Infantil Atlético Mineiro Galo Todo Personalizado,86.5,0.0,86.5,Novo  |  3 vendidos,,0,Sports Shops,Não Informado,Sem gênero infantil,Não Informado,,,
1848,Roupa Feminina Umbanda Candomblé Saia + Ojá + Pano Da Costa,78.9,0.0,78.9,Novo  |  +500 vendidos,4.8,60,Atacadão Beira Mar,Não Informado,Feminino,Não Informado,,"Tecido fino e transparente.
Não atend3 o propósito.",Ótimo.
1849,Kit 3 Camisetas Masculinas Atacado 50% Algodão Fio 30.1 Over,109.99,0.0,109.99,Novo  |  +5 vendidos,,0,Inoffensive,Não Informado,Sem gênero,Não Informado,,,
1850,Shorts Alfaiataria Com Bolso Feminino Preto Jdy Oferta,185.9,0.66,63.21,Novo  |  +25 vendidos,,0,JdY,Poliéster,Feminino,Primavera/Verão,,,
1851,Calça Jeans Masculina Social Super Tendência Reta Bolso Faca,154.11,0.11,137.16,Novo  |  +5 vendidos,,0,Kani Modas - Macaw,Algodão com Elastano,Masculino,Outono/Inverno,,,
1852,Roupa Recém-nascido Fotografia Mesversário Futebol Americano,139.9,0.0,139.9,Novo  |  1 vendido,,0,Sem Marca,Não Informado,Bebês,Não Informado,,,
1853,Roupa Apicultura Tecido Grosso Algodão Antiferroada C Luvas,179.87,0.0,179.87,Novo  |  +100 vendidos,4.4,29,Nacional,Algodão,Sem gênero,Não Informado,"Utilizei uma, não tomei nenhuma ferroada, mas senti muito calor.",Bom produto.,"De todos os modelos, o melhor custo benefício! muito bom 👍."
1854,Kit 2x Bermuda Corsário2 Masculino Fitness Academia,169.31,0.0,169.31,Novo  |  +25 vendidos,5.0,3,Escaping,Moletinho,Masculino,Primavera/Verão,Indico.,,
1855,Calça Moletom Feminina Aveloz Preta,109.99,0.0,109.99,Novo  |  +5 vendidos,,0,Aveloz Style,50% Algodão e 50% Poliéster,Feminino,Outono/Inverno,,,
1856,Combo 2 Calças Moda Evangélica Fitness Saia Caminhada,157.99,0.0,157.99,Novo  |  +100 vendidos,4.9,27,Bebbela,Suplex,Feminino,Não Informado,Produto top recomendo boa qualidade.,Muito bom.,"Gostei muito! produto bom não desbota e nem encolhe, eu recomendo."
1857,Kit 2 Cuecas Boxer Box Lupo Sem Costura Microfibra Original,55.07,0.0,55.07,Novo  |  +50 vendidos,5.0,7,Lupo,Microfibra,Masculino,Primavera/Verão,Excelente ótimo.,Boa qualidade. Tudo cfe solicitado.,"Muito bom, depois comprarei mais."
1858,10 Roupas Infantil Menina Casual Atacado Barato,,0.2,,Novo  |  +500 vendidos,4.4,86,LOJANATIELE,Algodão,Meninas,Não Informado,"Qualidade péssima. O tecido da blusa e muito ruim, aquele tipo que fica transparente de tao fino. Na primeira lavagem a blusa ja descosturou. Infelizmente nao gostei. O short até que a qualidade nao é tao ruim, mas nao vale a pena. So serve pra ficar em casa mesmo,parece ate tecido de pijama.","Achei ótimo, veio com tamanho certo , compraria de novo !!.","Perfeito tamanho ideal.
Adorei."
1859,Kit C/ 5 Conjunto Menino Juvenil De 10 Até 16 Anos,138.96,0.0,138.96,Novo  |  +100 vendidos,4.3,25,Alikids,Não Informado,Meninos,Não Informado,Gostei muito do produto excelente.,Gostei. A camiseta é fininha mas o short o material é melhor. Bom custo benefício.,Meu filho gostou muito dos conjuntos comprarei novamente.
1860,Calça Sarja Boot Cut Plus Size Feminina Preto Sawary,,0.16,,Novo  |  +500 vendidos,4.6,98,Sawary,Algodão,Feminino,Primavera/Verão,"Nao gostei. O material é bem fino e marca muito o corpo da gente. Não dá sustentação. Não gostei. A culpa pode ter sido minha, em achar que sarja fosse tão grossinho quanto jeans.",Achei um pouco grande para tamanho 50 mais é ótima.,"Calça muito linda e confortável.
Cós alto."
1861,Body Bebe Temático Roupa De Bebê Botafogo,19.13,0.0,19.13,Novo  |  +5 vendidos,5.0,2,Genérica,Não Informado,Bebês,Primavera/Verão,"Produto excelente, tecido mt bom, tamanho perfeito, além de ser mt bonito.",,
1862,Kit 2 Short Jeans Feminino Plus Size Cintura Alta Com Lycra,153.8,0.1,138.42,Novo  |  3 vendidos,,0,Menina Linda,Algodão,Feminino,Primavera/Verão,,,
1863,Collant Body E Saia De Cós Infantil Ballet Dança Moda,99.01,0.0,99.01,Novo  |  +5 vendidos,,0,Gran Ballet,Não Informado,Sem gênero infantil,Não Informado,,,
1864,Kit 4 Cueca Tamanho 54 A 64 Boxer Box Lupo Plus Size Algodão,116.51,0.0,116.51,Novo  |  +1000 vendidos,,0,Lupo,Algodão,Masculino,Primavera-verão Outono-inverno,,,
1865,Shortinho Feminino Moletinho Casual Leve Verão Academia Top,29.99,0.0,29.99,Novo  |  +100 vendidos,4.6,7,Canario,Moletinho,Feminino,Primavera/Verão,Eu uso 38/40 e comprei o tamanho m. Serviu mas ficou bem justo. Se gosta de mais largo comprar 1 tamanho maior. O tecido é confortável.,Tamanho g mas seria uma m. Sugiro um n maior.,"Material de qualidade, tamanho perfeito e não encolhe quando lava."
1866,Calça Branca Plus Size Enfermagem Com Lycra Feminina Sarja,93.89,0.19,76.05,Novo  |  +5 vendidos,5.0,3,Stillger,Algodão,Feminino,Outono/Inverno,"Gente é incrível a calça, tem lycra mas se forem comprar peguem pelo menos dois números a mais ❤️.",Amei.,
1867,Body Bebê Feliz Tem Pelos De Gato Na Roupa Body Infantil,,0.0,,Novo  |  +5 vendidos,,0,Ébano Personalizados,Não Informado,Bebês,Não Informado,,,
1868,Kit 10 Cuecas Lupo Boxer Tamanho Grande Plus Size Algodão Nf,268.17,0.0,268.17,Novo  |  +100 vendidos,4.8,31,Lupo,Algodão,Masculino,Primavera-verão Outono-inverno,"O produto é muito bem confeccionado,é muito confortável,e não enrola na perna.",Bom gostei obrigado.,"Muito bom, produto de qualidade."
1869,Kit 3 Shorts Feminino Canelado Malha Curto Soltinho Atacado,49.99,0.0,49.99,Novo  |  +25 vendidos,,0,Gata Rebelde,Poliéster,Feminino,Primavera/Verão,,,
1870,Kit  Roupa De Ballet 7 Itens Bale Infantil Collant Regata,129.99,0.0,129.99,Novo  |  +100 vendidos,4.7,35,Giovanna Ballet,Não Informado,Feminino,Não Informado,Amei tudo. Deu tudo certo.,"A loja cumpri com oque promete , parabéns.",Eu achei o produto maravilhoso e minha netinha ficou apaixonada.
1871,Conjunto Roupa Térmica Flanelada 02 Calças 02 Blusas Legging,198.7,0.0,198.7,Novo  |  +500 vendidos,4.6,46,H&M,Poliéster,Masculino,Outono/Inverno,"Excelente produto. Comprei 1 para e 1 para meu esposo, a modelagem e a mesma (unixess) eu uso 44-g meu esposo 44-g também e serviu perfeitamente para os dois. Pra mim poderia ate ser mais justa a blusa, mas nada que atrapalhe. Material estica bastante, é flanelado por dentro e por fora é como se fosse uma meia calça beem grossa. Acredito que quem usa p ou pp pode achar largo. Recomendo !!.","Cumpriu o que prometeu. Até 10 graus, apenas usando a blusa, é o suficiente. A calça nao dá pra usar apenas ela, porque fica transparente. É excelente.","Gostei demais, não tiro do corpo. Estou no rio grande do sul, me adaptando ao clima frio, e essa roupa está me ajudando muito. Mas sempre uso com mais uma roupa por cima. E ela ajuda a manter o corpo quente."
1872,Kit 10 Cueca Box Boxer Lupo Masculina Sem Costura Microfibra,289.49,0.0,289.49,Novo  |  +5 vendidos,5.0,3,Lupo,Microfibra,Masculino,Primavera-verão Outono-inverno,Produto de boa qualidade.,Recomendo a todos. Produto de ótima qualidade.,
1873,Short Masculino Logo adidas,155.99,0.3,109.19,Novo  |  +100 vendidos,4.7,14,adidas,Poliéster,Masculino,Não Informado,Perfeito marca adidas dispensa comentários.,Ótimo! recomendo. 👍🏽.,Bom produto.
1874,Kit 2 Conjuntos Roupa Infantil Regata Short Menino 1 A 8,66.72,0.16,56.04,Novo  |  +100 vendidos,3.7,9,Colbacho,Não Informado,Bebês,Não Informado,Menor do que o esperado e um cheiro horrível de mofo.,Não foi o que eu pedi.,"Material bom,muito bonitinho."
1875,Porta Número Cinto Corrida Trilha Maratona Triathlon 2 Un,50.85,0.0,50.85,Novo  |  +5 vendidos,,0,Ciacool,Não Informado,Sem gênero,Não Informado,,,
1876,Calça Mom Preta Jeans Feminina Cintura Alta Levanta Bumbum,84.87,0.08,78.08,Novo  |  1 vendido,,0,Stillger,Algodão,Feminino,Outono/Inverno,,,
1877,Bermuda Com Suspesórios E Gravata Caramelo Infantil,69.9,0.0,69.9,Novo  |  +50 vendidos,4.8,4,Roupa Social Bermuda com Suspensórios gravata,brim fresquinho e confortável,Meninos,Primavera/Verão,Lindo material perfeito. Do jeito que queria. Valeu muito a pena!!!!.,"Muito bem feito, material bom. Ficou um pouco grande, mas ele irá aproveitar bem.",
1878,Kit Com 8 Cuecas Infantil Boxer Sem Costura Algodão Zorba,149.9,0.0,149.9,Novo  |  +5 vendidos,5.0,1,Zorba,Algodão,Meninos,Primavera/Verão,São super confortáveis.,,
1879,Kit Com 3 Camisetas Blusa Masculina Dry Fit Local Sports,89.99,0.0,89.99,Novo  |  +100 vendidos,4.3,10,F L Y BASIC WEAR,Não Informado,Masculino,Não Informado,"Tecido ideal para malhar. Só ficou um pouco pequena, mas acho que o problema está em mim, por isso marquei ""perfeito"" no quesito tamanho.","Material muito ruim, não recomendo.",Ótimo excelente qualidade recomendo.
1880,Kit 12 Boxer Plus Size Sem Costura Adulto X1 Ao X3 Selene,394.8,0.0,394.8,Novo  |  4 vendidos,,0,Selene,Poliamida,Masculino,Primavera/Verão,,,
1881,Kit Com 3 Bermudas Shorts Masculina Moletom Academia Treino,67.41,0.0,67.41,Novo  |  +5 vendidos,,0,Rebel Cat,Algodão,Masculino,Primavera/Verão,,,
1882,Kit 2 Calças Moletom Flanelada Quentinha Com Punho Malwee,219.99,0.1,197.99,Novo  |  +5 vendidos,,0,Malwee,Algodão,Masculino,Outono/Inverno,,,
1883,Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,188.9,0.05,179.46,Novo  |  +1000 vendidos,4.2,621,Lupo,Algodão 95%,Masculino,2021,"Horrível, não são originais, tecido áspero, tamanho não veste bem.","Produto de boa qualidade, compraria novamente. Satisfeita.",Excelente fica justinha no corpo bom material.
1884,Roupa Completa Conjunto Apicultor Pra Tirar Abelhas Mel,166.87,0.1,150.18,Novo  |  +5mil vendidos,4.2,385,Pérola,Brim 100% Algodão,Sem gênero,Não Informado,"E um produto ótimo adorei fiquei muito confortável dentro dela quando experimentei , mas não usei pra trabalho ainda as abelhas foram embora eu ia fazer o resgate do exame kkkkkkkkkk.","Ótimo material, enteegou super rápido, única observação que queria deixar é que o zíper poderia ser maior pra não dá tanto trabalho na hora de vestir.",Comprei duas uma vei certo a outra veio com defeito na costura um buraco na perna faltou um controle de qualidade.
1885,Kit 5 Camisetas Dry  Fit Anti Suor - Linha Premium Uv 889,130.46,0.06,122.63,Novo  |  +5mil vendidos,4.3,1017,caminhada Cross fit pilates,Não Informado,Sem gênero,Não Informado,"Tamanho ficou perfeito.
Tecido frio e costura bem acabada.
Qualidade muito boa.",Pouco maior do que o normal p/ o tamanho m.,"Camisetas confortáveis,ótimo custo benefício e tecido leve,com 1,80m de altura peguei tamanho gg pra não ficarem justas,e gostei do tamanho."
1886,Kit 5 Calcinhas Bunda Rica Com Renda E Laço 100% Poliéster,54.9,0.0,54.9,Novo  |  +25 vendidos,,0,Aca Multishop,Não Informado,Bebês,Não Informado,,,
1887,Calças Legging Plus Size Peluciada Termica Costura Reforçada,54.85,0.13,47.72,Novo  |  +500 vendidos,4.5,118,Própria,Elastano,Feminino,Não Informado,Muito boa recomendo linda vou comprar mais.,"Eu comprei a calça faz 2 semanas e já está assim rasgada, o pano é finíssimo rasgou facil.","Amei, vou comprar mais."
1888,Bermuda Masculina Fila Basic Letter,264.59,0.47,140.23,Novo  |  1 vendido,,0,Fila,Algodão,Masculino,Primavera/Verão,,,
1889,"Collant Infantil Para Ballet, Manga Longa, Tamanhos 8 Ao 12",48.5,0.0,48.5,Novo  |  1 vendido,,0,Pimenta Freska,Não Informado,Feminino,Não Informado,,,
1890,Moletom Infantil Calça Masculina Juvenil Kit 3 Calca Moleton,140.9,0.41,83.13,Novo  |  +100 vendidos,3.3,24,Colbacho,Algodão,Sem gênero,Outono/Inverno,"Pelo valor o produto está de acordo, mas n compraria denovo pq peguei o maior tamanho e ficou curta e o material cedeu mt na lavagem.",Horrível.,Td conforme o descrito.
1891,Kit 4 Conjunto Infantil Verão Roupa De Calor Menino,114.99,0.0,114.99,Novo  |  +100 vendidos,4.6,17,Bebe Maluco,Não Informado,Bebês,Não Informado,A regata com o lado veio mais curta que a outro.,Amei conjuntos virei cliente agora.,"Produto de excelente qualidade , os desenhos muito bem feitos e o tecido bom também!."
1892,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,252.81,0.24,192.14,Novo  |  +1000 vendidos,4.3,178,Celi,Brim 100% Algodão,Sem gênero,Não Informado,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.
1893,Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,279.86,0.22,218.29,Novo  |  +10mil vendidos,4.6,1701,Mash,Algodão,Masculino,Primavera/Verão,"As cuecas são boas, porém meu marido usa g e pedir gg por causa dos outros comentários de compradores que falaram ser forma pequena. Então ficaram muito grandes!!! com certeza logo vão lacear por esse motivo. Tentar lavar a mão para evitar que fique caindo tão rápido. Recomendo a compra, porém podem pedir o tamanho correto que usam. Sem essa presepada de pedir tamanho maior. Sobre qualidade somente depois de lavar para saber ao certo!!! na próxima, pedirei o número que ele realmente usa.","E o tamanho certo, mas em baixo dela, fica muito curto, apertado demais. Aperta todos os ovos, na moral me arrependo de ter comprado. Nesse valor ainda, melhor ter comprado da lupo.","Produto não parece.
Original e veio 2 modelos completamente distintos. Costuras grosseiras, elastico parece esgarçado e com rebarbas."
1894,"Bermuda Térmica Masculina Esportiva Corrida, Academia Treino",60.16,0.24,45.72,Novo  |  +10mil vendidos,4.8,1005,Keeper,Microfibra,Masculino,Primavera/Verão,"Uso 44 o que teoricamente seria tamanho m pela tabela da fabricante, mas comprei a g por precaução e dei sorte pq se tivesse comprado m não teria servido, a g já ficou em cima da risca.","Meu esposo usa 44 e pegamos g pq vimos nos comentários que a forma é pequena.
E é realmente! quem veste m, melhor pegar g!.
O material é simplesmente maravilhoso!!!!!.
Vale muito a pena a compra. Iremos pegar outras!!!!.","Tenho 1,84 de altura e 68 kg, peguei o tamanho m e ficou um pouco pequeno, devia ter pego o g, mas o produto estica e é bem maleável, fica bem justo e proteje bem do frio.
Exelente produto, recomendo."
1895,Shorts Feminino Curto Fitness Academia Praia E Piscina,65.83,0.11,58.59,Novo  |  +25 vendidos,5.0,1,Textil,Poliéster,Feminino,Não Informado,"Perfeito, atendeu minha expectativa, tampa bem a barriga, e o pano é gostosinho, ameiii.",,
1896,2 Vestidos Verão Infantil Menina 3 Marias Rodado Babado 4-16,59.7,0.0,59.7,Novo  |  2 vendidos,,0,Lumari Kids,Algodão,Meninas,Não Informado,,,
1897,Kit De Gabarito Dobra Roupa Com 4 Peças - Pronta Entrega,35.54,0.0,35.54,Novo  |  +100 vendidos,4.8,4,Idealle Acrilicos,Não Informado,Feminino,Não Informado,Gostei muito. Produto de qualidade.,Achei legalzinho. Como eu esperava. Muito util.,"Boa qualidade, atende as necessidades do uso!."
1898,Calça Feminina Sarja Mom - 274383 Verde Sawary,230.63,0.24,175.28,Novo  |  +50 vendidos,4.8,18,Sawary Jeans,Algodão,Feminino,Outono/Inverno,"Achei bonita, pessoalmente lembra um verde oliva. Uso 44, comprei 46, ficou ótima, sobrou só um pouquinho na parte de trás da cintura. É mom, um pouco larguinha nas pernas.",Perfeito? igual a da foto.,Calça linda.
1899,Lote 10 Short Infantil Roupa Menina Atacado De Cotom Oferta,219.99,0.1,197.99,Novo  |  +50 vendidos,4.5,10,Gente Grande Kids,Malha,Meninas,Primavera/Verão,"Excelente para usar no dia a dia, confortável.","Ótimo custo benefício, excelente material do tecido, não é transparente 🤩.",Muito bom.
1900,Kit Organizador De Mala Roupas Bolsa Necessaire Viagem 7 Pçs,51.9,0.0,51.9,Novo  |  +100 vendidos,4.4,10,HWJ,Não Informado,Sem gênero,Não Informado,Pequeno.,Excelente qualidade e custo benefício. Preço justo!.,Produto conforme descrito.
1901,Roupa Infantil Kit 5 Camisetas Lisa Manga Curta Barato,114.77,0.06,107.88,Novo  |  1 vendido,,0,Ph Pollo,Poliéster,Sem gênero infantil,Não Informado,,,
1902,Kit 4 Conjunto Regata Menino Roupa Infantil Bermuda Moletom,99.9,0.0,99.9,Novo  |  +5 vendidos,,0,Cleomara,Não Informado,Bebês,Não Informado,,,
